31	11111	0
30	11110	1
29	11101	1
27	11011	1
23	10111	1
15	01111	1
28	11100	2
26	11010	2
25	11001	2
22	10110	2
21	10101	2
19	10011	2
14	01110	2
13	01101	2
11	01011	2
7	00111	2
24	11000	3
20	10100	3
18	10010	3
17	10001	3
12	01100	3
10	01010	3
9	01001	3
6	00110	3
5	00101	3
3	00011	3
16	10000	4
8	01000	4
4	00100	4
2	00010	4
1	00001	4
0	00000	5
